"siteID","namedLocation","collectDate","eventID","sampleID","samplerType","towsTrapsVolume","taxonID","nauplii","zooMinimumLength","zooMaximumLength","zooWidth","adjCountPerBottle","aquaticSiteType","countPerL"
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"OXYSP3","N",0.3,0.3,NA,18,"lake",0.75
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"ACRHAR","N",0.55,0.575,NA,53,"lake",2.20833333333333
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"CHYSPH","N",0.225,0.275,NA,35,"lake",1.45833333333333
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"LECINE","N",0.125,0.125,NA,9,"lake",0.375
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"CYCSP","N",0.425,0.575,NA,193,"lake",8.04166666666667
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"LEPSP32","N",0.062,0.062,NA,35,"lake",1.45833333333333
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"MACSP4","N",0.35,0.375,NA,35,"lake",1.45833333333333
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"COPSP","Y",0.15,0.188,NA,396,"lake",16.5
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"LATOCC1","N",0.55,0.55,NA,9,"lake",0.375
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"LECLEO","N",0.175,0.175,NA,9,"lake",0.375
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"ROTSP","N",0.262,0.375,NA,255,"lake",10.625
"BARC","BARC.AOS.littoral2",2014-07-02 16:00:00,"BARC.20140702","BARC.OUT.20140702.ZOO","Schindler-Patalas",24,"TROPRA1","N",0.35,0.412,NA,88,"lake",3.66666666666667
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"CALSP1","N",0.4,0.55,NA,9,"lake",0.375
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"MONBUL","N",0.112,0.112,NA,10,"lake",0.416666666666667
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"TROPRA1","N",0.475,0.525,NA,5,"lake",0.208333333333333
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"GASSTY","N",0.1,0.112,NA,9,"lake",0.375
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"CHYSPH","N",0.225,0.225,NA,1,"lake",0.0416666666666667
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"PTYBRA","N",0.15,0.188,NA,32,"lake",1.33333333333333
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"COPSP","Y",0.088,0.275,NA,45,"lake",1.875
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"LECSP1","N",0.138,0.15,NA,25,"lake",1.04166666666667
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"CYCSP","N",0.225,0.5,NA,60,"lake",2.5
"BARC","BARC.AOS.littoral2",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.SCHINDLER.3","Schindler-Patalas",24,"LECLIG","N",0.112,0.112,NA,13,"lake",0.541666666666667
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"TRISIM","N",NA,NA,NA,6,"lake",0.010958904109589
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"LECSP1","N",0.138,0.15,NA,114,"lake",0.208219178082192
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"SKIMIS","N",1,1.075,NA,177,"lake",0.323287671232877
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"HESAUG","N",1.025,1.125,NA,251,"lake",0.458447488584475
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"GASSTY","N",0.1,0.112,NA,480,"lake",0.876712328767123
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"CALSP1","N",0.425,0.9,NA,411,"lake",0.750684931506849
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"BDESP","N",0.188,0.188,NA,114,"lake",0.208219178082192
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"MONBUL","N",0.112,0.112,NA,86,"lake",0.157077625570776
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"COPSP","Y",0.112,0.225,NA,7834,"lake",14.3086757990868
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"LEPSP32","N",NA,NA,NA,17,"lake",0.0310502283105023
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"ALOSP1","N",NA,NA,NA,6,"lake",0.010958904109589
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"POLSP20","N",0.1,0.1,NA,6,"lake",0.010958904109589
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"CYCSP","N",0.375,0.45,NA,17,"lake",0.0310502283105023
"BARC","BARC.AOS.buoy.c0",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.1","tow net",547.5,"TROPRA1","N",0.45,0.55,NA,40,"lake",0.0730593607305936
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"CALSP1","N",0.65,1.075,NA,134,"lake",0.407914764079148
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"COPSP","Y",0.012,0.188,NA,6138,"lake",18.6849315068493
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"GASSTY","N",0.1,0.112,NA,492,"lake",1.49771689497717
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"LECSP1","N",0.138,0.15,NA,47,"lake",0.143074581430746
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"LECLIG","N",NA,NA,NA,4,"lake",0.0121765601217656
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"TRISIM","N",0.175,0.188,NA,30,"lake",0.091324200913242
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"MONBUL","N",0.112,0.112,NA,43,"lake",0.13089802130898
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"PTYBRA","N",0.15,0.188,NA,43,"lake",0.13089802130898
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"TROPRA1","N",0.475,0.55,NA,17,"lake",0.0517503805175038
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"HESAUG","N",1.025,1.175,NA,86,"lake",0.26179604261796
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"CYCSP","N",0.425,0.55,NA,26,"lake",0.0791476407914764
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"SKIMIS","N",0.925,1.075,NA,138,"lake",0.420091324200913
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"BDESP","N",0.162,0.188,NA,112,"lake",0.340943683409437
"BARC","BARC.AOS.littoral1",2015-02-18 17:00:00,"BARC.20150218","BARC.20150218.TOW.2","tow net",328.5,"ROTSP","N",0.225,0.275,NA,30,"lake",0.091324200913242
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"MACSP4",NA,0.34,0.34,NA,100,"lake",4.16666666666667
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"POLSP20",NA,0.07,0.08,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"GASSTY",NA,0.12,0.12,NA,100,"lake",4.16666666666667
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"MONSP8",NA,0.1,0.1,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"CALSP1",NA,0.32,0.33,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"LECMIR",NA,0.11,0.11,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"TRISP31",NA,0.11,0.18,0.04,700,"lake",29.1666666666667
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"ACRHAR",NA,0.42,0.42,NA,100,"lake",4.16666666666667
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"TROPRA1",NA,0.4,0.49,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"SYNSP8",NA,0.08,0.1,NA,1400,"lake",58.3333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"KERTAU",NA,0.14,0.17,NA,10400,"lake",433.333333333333
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"COPSP","Y",0.09,0.27,NA,6400,"lake",266.666666666667
"BARC","BARC.AOS.littoral2",2015-07-01 16:00:00,"BARC.20150701","BARC.20150701.SCHINDLER.3","Schindler-Patalas",24,"CYCSP",NA,0.22,0.35,NA,1300,"lake",54.1666666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"SKIMIS",NA,0.7,0.95,NA,47,"lake",1.95833333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"TROPRA1",NA,0.4,0.5,NA,187,"lake",7.79166666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"MONBUL",NA,0.1,0.1,NA,27,"lake",1.125
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"BDESP",NA,0.125,0.125,NA,7,"lake",0.291666666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"CALSP1",NA,0.35,0.7,NA,87,"lake",3.625
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"CHYSPH",NA,0.225,0.25,NA,20,"lake",0.833333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"DIASP10",NA,0.475,0.5,NA,20,"lake",0.833333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"GASSTY",NA,0.1,0.1,NA,7,"lake",0.291666666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"LECMIR",NA,0.125,0.175,NA,13,"lake",0.541666666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"BRAZAH",NA,0.125,0.15,NA,200,"lake",8.33333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"BEASP1",NA,0.15,0.15,NA,13,"lake",0.541666666666667
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"CYCSP",NA,0.225,0.35,NA,860,"lake",35.8333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"COPSP","Y",0.075,0.125,NA,3500,"lake",145.833333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"ALOSP2",NA,0.25,0.275,NA,20,"lake",0.833333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"KERTAU",NA,0.1,0.1,NA,680,"lake",28.3333333333333
"BARC","BARC.AOS.littoral2",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.SCHINDLER.3","Schindler-Patalas",24,"PLOLEN",NA,0.15,0.15,NA,7,"lake",0.291666666666667
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"SKIMIS",NA,0.825,0.825,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"DIASP10",NA,0.5,0.5,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"GASSTY",NA,0.1,0.1,NA,241,"lake",0.366818873668189
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"POLSP20",NA,0.075,0.075,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"ASCECA",NA,0.1,0.1,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"CHYSP2",NA,0.175,0.175,NA,843,"lake",1.28310502283105
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"KERTAU",NA,0.1,0.1,NA,28313,"lake",43.0943683409437
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"CYCSP",NA,0.225,0.325,NA,1566,"lake",2.38356164383562
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"COPSP","Y",0.075,0.25,NA,15542,"lake",23.6560121765601
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"MONBUL",NA,0.1,0.1,NA,241,"lake",0.366818873668189
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"CALSP1",NA,0.325,0.6,NA,602,"lake",0.916286149162861
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"TROPRA1",NA,0.375,0.5,NA,723,"lake",1.10045662100457
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"TRIPOR",NA,0.1,0.1,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.littoral1",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.2","tow net",657,"ACRHAR",NA,0.425,0.425,NA,120,"lake",0.182648401826484
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"COPSP","Y",0.075,0.225,NA,26923,"lake",27.3191273465246
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"SYNSP8",NA,0.125,0.125,NA,769,"lake",0.780314561136479
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"ASCECA",NA,0.125,0.125,NA,769,"lake",0.780314561136479
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"CALSP1",NA,0.2,0.725,NA,50769,"lake",51.5159817351598
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"ARCFLO",NA,0.875,0.875,NA,769,"lake",0.780314561136479
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"GASSTY",NA,0.1,0.1,NA,3077,"lake",3.1222729578894
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"CONUNI",NA,0.125,0.125,0.05,769,"lake",0.780314561136479
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"SKIMIS",NA,0.65,0.875,NA,5385,"lake",5.46423135464231
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"TROPRA1",NA,0.4,0.45,NA,1538,"lake",1.56062912227296
"BARC","BARC.AOS.buoy.c0",2015-11-05 17:00:00,"BARC.20151105","BARC.20151105.TOW.1","tow net",985.5,"KERTAU",NA,0.1,0.1,NA,256923,"lake",260.703196347032
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"CYCSP",NA,0.225,0.25,NA,160,"lake",0.223651104277327
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"PLOSP1",NA,0.1,0.1,NA,80,"lake",0.111825552138664
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"SKIMIS",NA,0.85,0.925,NA,640,"lake",0.89460441710931
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"CALSP1",NA,0.35,0.825,NA,2880,"lake",4.02571987699189
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"DIASP10",NA,0.45,0.65,NA,480,"lake",0.670953312831982
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"GASSTY",NA,0.1,0.1,NA,880,"lake",1.2300810735253
"BARC","BARC.AOS.buoy.c0",2016-02-19 17:00:00,"BARC.20160219","BARC.20160219.TOW.1","tow net",715.4,"ACRHAR",NA,0.625,0.625,NA,80,"lake",0.111825552138664
